x,y
0.0,0.0
-0.9685674447266517,-0.7110234271314816
-1.2273213152798401,-1.1884116049733688
-1.6248458694022139,-1.641199147340863
-1.3239383364783512,-1.5105861684229667
-1.7055091435430887,-2.2655048524531582
-1.8380222730515736,-2.4090365225258696
-2.3164666028803382,-2.880742799262308
-2.2380643779654017,-3.190083302882798
-2.031290496900488,-3.096020038364029
-1.7096085646666621,-2.4841076720880086
-1.7159770916026735,-2.101621932528454
-1.852689505012723,-2.2598161022498777
-1.5152082565921372,-2.1670507562992163
-1.7919581149753072,-2.5683274026969283
-1.8312147024069576,-2.5109652121658224
-1.9848904268474672,-2.6971997985940663
-1.8337624232176064,-2.4970221993779056
-1.6798401886604573,-2.3355560544912923
-1.835393227818768,-2.4849566951419764
-1.5381634236121748,-1.9458349577943204
-1.9300317524709,-1.9454587619420245
-1.4355438450427838,-1.782282222325854
-1.5081036304347877,-2.0252943561013854
-1.2387362812896754,-1.3896979958409743
-1.0450857950493389,-1.0976331132714319
-1.3286892153549965,-1.7809786654547564
-1.5325892194220194,-1.7991830525537078
-1.9351260537061963,-2.155399248825689
-1.666584497776921,-2.070298091865972
-1.9626632908000659,-2.5744389925027904
-1.8941741281058317,-2.905591862868693
-1.3228276819597995,-2.502752990916744
-1.4468886654188693,-2.328841697620062
-1.1828872464670173,-1.6623516745664833
-1.314816742880578,-2.3024250274613087
-1.5129194535872594,-2.0393345835476024
-1.3541773874743612,-2.122068224182754
-1.0861681141576636,-2.1514595345050647
-1.5998492511168703,-1.961861746005836
-1.6276760469904203,-1.6197059599848984
-1.6039406206680518,-2.090909937008142
-1.7359671245754227,-2.5334184851116657
-2.013806891426821,-2.518771193862549
-1.6602313034675271,-2.0979078044982638
-1.8527439692019938,-1.923597817579609
-1.8129445146329644,-1.837257999321733
-1.8333742676488352,-2.38586181010062
-1.6709033641698674,-2.1046999887518494
-1.628108951489111,-2.3384084664491365
-1.9865485091148116,-2.9101682433342932
-1.6689486911772082,-2.375919947169741
-1.708653124627206,-2.6526083753810235
-1.465200711695456,-2.672043172055974
-1.7643473084430004,-2.415810238553062
-2.2682742167708483,-2.6991046716245486
-2.052719895810715,-2.759136338510322
-1.8400133398794918,-2.617048908409815
-1.5624623517750447,-2.591840538172041
-1.2697394351320388,-2.0032144264415064
-1.2969626084769985,-1.6182650438768948
-1.3218879879643322,-1.5234344433688318
-1.5098567925000115,-2.1753104391818567
-1.6377039920092582,-2.4264266740415854
-2.0107670389325567,-2.5561370665453356
-1.9464441791099336,-2.898030568152487
-2.039327941661865,-2.8094405733123207
-1.7260631893721599,-2.282350151774964
-1.6939039428798874,-2.0664478961001973
-1.3269953704588244,-1.6745792983338526
-2.1221241247527733,-2.0156056066930126
-1.7639446478389487,-2.1366212186204336
-1.6127710047015147,-2.101561022533587
-1.5652548468175107,-2.2361872311737057
-2.101510763321003,-2.616379831888411
-2.0415372674585703,-2.467225150030733
-1.8888065334822728,-2.534908309426205
-1.967924102295445,-2.7726566432944457
-1.7900529063398247,-3.0107091521509863
-1.6408498839622787,-2.680467558211026
-1.95276990483622,-3.30673092884031
-1.6528449284644118,-2.884752924081076
-1.7936400746903045,-2.7569631717869867
-1.2633370446558359,-2.2752677594174893
-1.4836800021151988,-2.547978098608233
-1.1816372342570545,-1.8717631174229812
-1.2059211769515272,-1.7681081997746397
-1.253204773574462,-1.6685607326158405
-1.3479846399650333,-1.815917853885516
-1.907665842996503,-1.9861114300895144
-2.246806246351028,-2.6258042553049856
-1.9498531206403265,-2.938514347346848
-1.6266604641719857,-2.6580019239462063
-1.7598812670681148,-2.430957416176373
-1.8230972669668495,-2.144401801255404
-1.6413751377399115,-2.3397467437542496
-2.1426162990923507,-2.996643080467057
-1.5853388234448496,-2.6207097324227586
-1.7049167957978235,-2.0929837197091814
-2.002629029337604,-2.594746630351253
-1.9191985309246626,-2.4942279664400653
-1.9335632119458768,-2.753962693735654
-2.174712633999629,-2.716942839663103
-1.6683502139710962,-2.645410756461609
-1.6265050992031138,-2.7844204783628195
-1.768555328366471,-2.285711230857309
-1.6734894478298048,-1.736707357210546
-1.8661939646712113,-2.029618349694044
-1.79535404282676,-2.130102543118731
-1.7199444570453932,-2.4093119190934305
-1.9048819738985832,-1.7715641565134987
-1.7812890544904874,-2.636849588958402
-1.8746657737720287,-2.461180904338622
-1.8748684178049984,-2.202886794011495
-1.49934779891101,-2.1890715151995135
-1.717793105258415,-2.5481911830375714
-1.8621088776816972,-2.94585757456238
-1.4437444781894078,-2.08587472523226
-1.8915323087076965,-2.6624307226331334
-2.198740887754808,-3.1112975404279757
-2.656080555422746,-3.7004748981678897
-1.7382033722189676,-3.1533979420033384
-1.4816352901742351,-2.736085940084145
-1.1524872918214133,-2.124979578563597
-1.5564954897644356,-1.5139306257741332
-1.703716159977134,-2.254872462302594
-1.6310089635008262,-2.2788512652413955
-1.3858224471087661,-2.339909826721287
-1.3531497459736321,-1.903972617898613
-1.7081817213732204,-2.1069025124798912
