t,y,z
0.0,0.8666215323913389,0.0012301533574825742
0.0,-2.167598793770054,-0.8905918387572742
0.0,0.9343275485166508,0.060143602597438485
0.0,-0.6829811953797907,-0.6204748998199404
0.0,1.301616835762059,0.10541424899789856
0.0,2.8571017028547545,0.6953031944582878
0.0,-5.624535738298398,-1.901222739800844
0.0,0.43035878618680695,-0.23509113107468127
0.0,0.21187340446241887,0.15675108662422516
0.0,-0.559424194538256,-0.5386928958466366
0.0,-3.517013831162661,-1.5301357655053935
0.0,-1.405107922476879,-0.9785190780566395
1.0,1.0195909076958976,-0.8075346753318965
1.0,1.3044307733948344,-0.583600432743302
0.0,1.22941543795369,0.06378177425506196
1.0,7.506161609235412,1.3588234217415376
0.0,2.3582703502609554,0.11935402569658124
1.0,5.324037250639867,0.7622597120847118
1.0,5.071523884608159,0.5766895836701853
0.0,1.5197093353798292,-0.06651732014941557
0.0,-1.258640541286166,-0.6756622510056528
0.0,1.0921544354261559,0.12726841122583082
1.0,2.984023085313576,-0.1961959728044967
0.0,-2.647131666166054,-1.323527792484255
0.0,-5.025902815358528,-1.9924197841744944
0.0,4.60743822174936,1.2570149772868198
1.0,2.6560370179282025,-0.3685758940999591
0.0,-0.10778029407596892,-0.4280249425728672
0.0,0.08065509316510644,-0.12077044508645512
0.0,1.5484994839794668,-0.011521468038548173
0.0,3.2934560197371634,0.6530885027011638
1.0,1.9776915645247384,-0.3398695517131494
1.0,4.923487086980456,0.5833823541804138
0.0,-4.216850790955343,-1.6882041173665416
0.0,-0.5774045095527609,-0.8999276075985952
0.0,-1.3924675712038956,-0.8317231814120817
0.0,2.3760747091104606,0.49301329141235634
1.0,4.590550949324789,0.7024629551205442
0.0,0.23521373312791927,-0.07918131861584184
1.0,4.265550655981611,0.25983910067436333
0.0,1.2827235613870802,0.1927459126050724
0.0,0.07846679310538862,-0.11860982387769403
1.0,4.511823658306844,0.3628397991887543
0.0,-4.661037942561388,-1.7460964753739088
1.0,4.568555782881639,0.7789910843424612
0.0,4.714543795675262,1.2491487495584548
0.0,-0.3093249779063342,-0.27391627217232034
1.0,6.2701650729249145,1.0985867597569177
0.0,-2.0187517854347163,-0.7932964032030436
1.0,7.254168750507582,1.2570693137143927
0.0,0.8766311607386532,0.01332459691325976
0.0,0.047892861948198195,-0.5602310505028996
0.0,-0.8150878610988239,-0.3752668396769557
1.0,0.24384560901077973,-0.8068459276211205
1.0,-0.5437307943288485,-1.0540937876234928
1.0,7.1175556745439605,1.407272199556532
0.0,-0.5286943071755276,-0.6320525539349078
0.0,0.5535125081126715,-0.02344391855484465
1.0,4.29290088474237,0.4547841629969166
0.0,-1.6570164488945283,-1.108260792181513
0.0,-0.538209330999112,-0.5071047045384752
0.0,-0.008394312563759554,-0.44114520276218416
1.0,2.1055079649955104,-0.3018676045339098
1.0,6.720825094620001,1.1765083202520015
0.0,-0.2159492141920742,-0.5635713933532417
1.0,6.170283323464387,0.9664471342208761
1.0,5.805020898279451,0.781443053885405
0.0,-0.9901494811262525,-0.45561765066113274
1.0,6.021978787743198,0.861723076993649
0.0,6.064436467695549,1.8790083070967372
0.0,-4.573520948741532,-1.688671580267857
0.0,0.1408851584646671,-0.0124053886475133
0.0,-5.307748418121787,-2.1099804543094787
0.0,-0.1676670178294074,-0.24580307138192253
0.0,-4.026337567341016,-1.5134944072721068
0.0,-3.9611432814444085,-1.643481322411107
0.0,1.8905562139801124,0.40652853663281385
0.0,-1.8994251227857957,-0.9990430272201656
1.0,0.8209541137042708,-0.7829746163349458
1.0,9.519434149557831,2.0251609868801026
1.0,2.0066042033814395,-0.0894879618884183
1.0,1.5781793758173845,-0.4601938127246543
0.0,1.8204479847269401,0.08105437041126562
1.0,2.5895460236322703,-0.021472567043494796
0.0,-5.249292794763309,-1.968796607080243
1.0,1.4332139037483602,-0.5301153497723121
0.0,-1.952330507089934,-1.1725457074049794
1.0,3.4461489757763655,0.15762662339846478
1.0,3.3914844333440772,0.038400261555346496
1.0,3.9026684825283473,0.21570470002449457
1.0,0.3117333551604543,-0.6842470779924941
0.0,-0.07518570414883385,-0.13762097627558853
1.0,7.934123050764894,1.721971643856479
0.0,2.00838376502094,0.7717211655645232
0.0,1.7928027255700367,0.2503980162775905
0.0,-2.319754141172684,-1.0768749198271783
0.0,4.561505136535624,1.1880942172123188
0.0,5.392194841295129,1.5289699979109401
0.0,-3.968098849919965,-1.8167550113390598
0.0,3.805618427366949,0.9168480445117076
1.0,3.5446666046855135,0.21548893918232892
0.0,1.4407547860451222,0.05430361171369427
0.0,0.5071203790175858,-0.058460125758861455
1.0,7.841890312672797,1.6027050111724899
0.0,-0.07197630519311624,-0.34618184215272274
0.0,3.507352811910323,0.873658034470201
0.0,-0.45960849368973966,-0.22103435143897837
0.0,0.7360974603860297,-0.235398351965091
1.0,0.0014390404225012032,-0.7705986765648598
1.0,7.874745747087894,1.5244374527267601
