t,y,z
-0.22251530246836743,-0.7078876841350703,0.0
0.46072684442967027,1.5695920895488882,0.0
-0.3098541772605437,-0.9788726383819987,0.0
0.7731643745184579,2.4044463558681652,0.0
-0.7491862146078874,-3.1421932815522897,1.0
1.3421838847969316,3.1151237218550722,1.0
-0.6372083465935234,-1.9658279438274262,0.0
1.3041698696593658,3.4062890062154962,1.0
0.7926559415528744,1.8866629434053472,1.0
1.1886067159497307,2.8904926902745016,1.0
0.819374787774316,1.7676286200647513,1.0
-0.6879328758789485,-1.772926516353632,0.0
0.393348392185796,0.7384664995862866,0.0
0.017884540032903157,0.36733462302488207,0.0
-0.21031070648591843,-1.1731730603324881,1.0
-0.5678049874631648,-1.898639520219487,0.0
1.071048717436644,3.023747541116185,0.0
1.0494987385820937,2.5237976360501277,1.0
1.6649763166461307,4.451375629036254,1.0
0.2244821355233065,0.6581736894001661,0.0
-2.2043876803938853,-6.816316422656357,0.0
0.6686395656053938,1.1539020630587222,1.0
0.8812358530792105,2.879479736150622,0.0
2.290766444339848,6.60870420403564,1.0
1.1584869041936963,2.627418415540354,1.0
-0.11637325003932222,-0.9383542893080147,1.0
-1.60868327477352,-4.582561474412972,0.0
-0.013519496555091493,-0.38139078078210914,0.0
0.04945756947383444,-0.5444501395401816,1.0
1.5244732090714086,3.9847131687388813,1.0
0.6372423426020207,2.150829201979151,0.0
1.08316414317156,2.6326473621646116,1.0
1.1572206704868013,3.3862119025742867,0.0
0.8944724827988161,2.8535372504319083,0.0
-1.274456889681331,-4.6078753908830485,1.0
-0.6008120011503957,-2.5052774838428125,1.0
0.8623782713867273,2.304366172312124,1.0
-0.11122245443622936,-0.7790893537067871,0.0
0.013665077295463492,0.030711474084046758,0.0
-1.477217758471664,-4.844672905918218,1.0
1.6859161589097713,4.895406796045759,1.0
1.0078312653469628,2.617477716626,1.0
0.11407656551085056,-0.4409072255125612,1.0
-0.883749138156498,-3.6084237085678748,1.0
0.7047772847769227,1.5452398357789867,1.0
0.02239502894830485,-0.44407325129923547,1.0
-0.4001072022225564,-1.1840096274446217,0.0
-1.0498070231609589,-3.325089534818241,0.0
0.4575654952266781,1.1692659204631801,0.0
0.0009358832488141622,0.22375617285078447,0.0
-0.6735168782607813,-2.051148059252004,0.0
-0.4189929040450023,-1.4760420883144294,0.0
0.6109059854843158,1.2793670339800163,1.0
0.06906317276372398,0.20259452813661705,0.0
2.2039447280423534,6.075414298285153,1.0
1.5273850077039615,4.300625179809139,1.0
-0.40176859933369696,-2.062935968205024,1.0
-0.1530392638739741,-0.4602189741481102,1.0
0.9457803578475606,2.9442302195313674,0.0
0.0946406256812186,0.03170343052380922,0.0
1.1154287286593374,3.0876053327614548,0.0
0.33389266341865587,0.9063147627129061,0.0
-0.6400791507656427,-1.8513372908208583,0.0
1.5419307391245447,4.886451882854848,0.0
